job_title,comp_name,comp_type,comp_size,region,city,contract,exper,gender,positions,salary
مهندس معماري,مؤسسة بيبا لادوات ومواد السلامة,خاص,متوسطة فئة أ,المنطقة الشرقية,AL KHUBAR...,دوام كامل,4,both,2,5000.0
مندوب مبيعات,شركة المذاق الاخضر المحدودة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4000.0
موظف استقبال,مركز قواة رازان الرياضي,خاص,صغيرة فئة ب,المنطقة الشرقية,AL HUFUF...,دوام كامل,0,M,1,3500.0
موظف استقبال,شركة حلول انجي المحدودة,خاص,كبيرة,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,both,1,4000.0
أخصائي علاج طبيعي,مجمع أطباء العناية الطبي شركة شخص واحد,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,F,2,4500.0
موظف صندوق محاسبة,مؤسسة وسام حسين محمد نشار للوجبات السريعة,خاص,صغيرة فئة أ,مكة المكرمة,MAKKAH AL...,دوام كامل,0,both,1,4000.0
موظف استقبال,شركة إنجاز للتشغيل والصيانة المحدودة (شركة شخص واحد),خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,2,4000.0
أخصائي تمريض,شركة عاصمة الإسعاف للخدمات الطبية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,both,3,6500.0
موظف صندوق محاسبة,شركة إنجاز للتشغيل والصيانة المحدودة (شركة شخص واحد),خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,2,4000.0
بائع,شركة المضخات الحديثة المحدودة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,1,5000.0
مندوب مبيعات,مؤسسة رؤية المتقدمة للتجارة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,F,3,6000.0
أخصائي تنظيم مؤتمرات وفعاليات,جمعية قدوة وطن الاجتماعية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,4,F,2,4000.0
أخصائي إعلامي,شركة اتقان الأعمال المحدودة (شركة شخص واحد),خاص,صغيرة فئة أ,المنطقة الشرقية,ATH THUQB...,دوام كامل,0,F,1,8000.0
محاسب,شركة هدية الأبنية للمقاولات,خاص,صغيرة فئة أ,مكة المكرمة,MAKKAH AL...,دوام كامل,2,F,1,4000.0
موظف استقبال,عيادة سحابة البيطرية,خاص,صغيرة فئة أ,المنطقة الشرقية,AL HUFUF...,دوام كامل,2,F,1,4400.0
مدير إعلام رقمي,شركة الاصدقاء الاقوياء لخدمات النقل,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,both,10,5000.0
أخصائي تسويق,شركة الاصدقاء الاقوياء لخدمات النقل,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,both,10,5000.0
أخصائي خدمة عملاء,شركة الاصدقاء الاقوياء لخدمات النقل,خاص,صغيرة فئة ب,الرياض,MAKKAH AL...,دوام كامل,0,both,50,5000.0
سائق سيارة,شركة الاصدقاء الاقوياء لخدمات النقل,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,both,50,5000.0
محلل نظم المعلومات,مؤسسة العربية الرائدة للمقاولات,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,2,both,1,8000.0
مدير فرع,شركة شوش لتقديم المشروبات,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,4,F,1,5000.0
مندوب مبيعات,مصنع الشارد للحديد,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,M,1,4000.0
مدرب مهني,شركة خبراء المتحدة للاستشارات الهندسية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,M,1,4000.0
مدرب أعمال وإدارة,شركة خبراء المتحدة للاستشارات الهندسية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,M,1,4000.0
محامي,شركة خبراء المتحدة للاستشارات الهندسية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,4,both,1,4000.0
فني صيانة أجهزة إلكترونية,مجموعةالذيابي للمقاولات,خاص,متوسطة فئة ج,الرياض,AR RIYADH...,دوام كامل,0,both,1,4000.0
مشرف تنظيف وتدبير,مجموعةالذيابي للمقاولات,خاص,متوسطة فئة ج,الرياض,AR RIYADH...,دوام كامل,0,both,2,4000.0
كاتب علاقات حكومية,شركة التكامل التقني للخدمات الصناعية المحدودة,خاص,متوسطة فئة ج,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,M,2,4320.0
كاتب استعلامات مركز خدمة عملاء,الشركة السعودية للخدمات الارضية,خاص,عملاقة,مكة المكرمة,JEDDAH...,دوام كامل,0,both,50,4630.0
مشغل آلة تعبئة منتجات كيميائية,فرع شركة التحالف الحديث لتموين الطائرات بالوقود المحدودة,خاص,متوسطة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,M,5,4375.0
سائق حافلة,شركة هادي حمد آل همام للمقاولات,خاص,كبيرة,المنطقة الشرقية,AL JUBAIL...,دوام كامل,0,M,5,4500.0
فني معادن,شركة هادي حمد آل همام للمقاولات,خاص,كبيرة,المنطقة الشرقية,AS SAFFAN...,دوام كامل,2,M,20,5066.0
عامل كاونتر مأكولات ومشروبات,مؤسسة اركان الغذاء لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,10,4500.0
عامل كاونتر مأكولات ومشروبات,شركة تقارير لتقنية المعلومات,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,2,4500.0
سكرتير,مكتب نبيل محمد محمد القحطاني للمحاماة و الاستشارات القانونية,خاص,صغيرة فئة أ,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,F,1,4000.0
سكرتير,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,متوسطة فئة ب,الباحة,BAYDAH...,دوام كامل,0,M,1,4500.0
فني كهربائي شبكات توزيع هوائية,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,متوسطة فئة ب,الباحة,AL ATAWLA...,دوام كامل,0,M,1,4500.0
مدخل بيانات,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,متوسطة فئة ب,الباحة,BAYDAH...,دوام كامل,0,M,1,4500.0
بائع عطور,مؤسسة أبيات العطور للتجارة,خاص,صغيرة فئة ب,حائل,HAIL...,دوام كامل,0,F,3,4000.0
كاتب استعلامات مركز خدمة عملاء,الشركة السعودية للخدمات الارضية,خاص,عملاقة,مكة المكرمة,JEDDAH...,دوام كامل,0,F,50,4630.0
أخصائي خدمة عملاء,الشركة السعودية للخدمات الارضية,خاص,عملاقة,مكة المكرمة,JEDDAH...,دوام كامل,0,F,50,4630.0
كاتب موارد بشرية,مؤسسة زهره التويم للمقاولات,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,1,5000.0
بائع,مؤسسة ذامأس للتجاره,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,1,4000.0
مهندس مدني,مؤسسة إتجاة البناء للمقاولات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,2,7000.0
محاسب,مؤسسة ركاز السعودية التجارية,خاص,صغيرة فئة أ,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,both,1,4000.0
مساعد طبيب أسنان,مجمع أطباء العناية الطبي شركة شخص واحد,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,F,3,6000.0
موظف استقبال,شركة رعايه للتجارة (شركة شخص واحد),خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
محاسب,شركة رزانة لتشغيل الفنادق,خاص,صغيرة فئة ب,مكة المكرمة,AL HAFAIR...,دوام كامل,2,M,1,6000.0
فني تمريض,مجمع الدكتور أمير حسن زقزوق الطبي,خاص,متوسطة فئة أ,المنطقة الشرقية,ABRAQIYAH...,دوام كامل,0,both,8,5000.0
أخصائي تسويق,مكتب دار الابتكار للاستشارات الهندسية,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,F,1,6000.0
سكرتير,مكتب دار الابتكار للاستشارات الهندسية,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,F,1,5000.0
بائع قطع غيار مركبات,شركة الفجر الاحمر التجارية,خاص,صغيرة فئة أ,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,M,1,5000.0
مهندس معماري,مكتب دار الابتكار للاستشارات الهندسية,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,M,1,7000.0
سكرتير تنفيذي,شركة أصداف ابحر العقاريه شركة شخص واحد,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,8500.0
محاسب تكاليف,شركة أصداف ابحر العقاريه شركة شخص واحد,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,M,1,5500.0
مدير صيانة,شركة الساعد الدولية المحدودة,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,M,1,7500.0
بائع ادوات واجهزة منزلية,شركة الأجهزة الايطالية التجارية,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,M,5,4000.0
موظف استقبال فندق,شقق قصر السحاب للشقق المفروشة,خاص,صغيرة فئة أ,المنطقة الشرقية,ATH THUQB...,دوام كامل,0,F,1,4000.0
مشرف موقع إنشائي,شركة الصخور العربية للصناعة,خاص,صغيرة فئة ب,المنطقة الشرقية,AL JUBAIL...,دوام كامل,0,M,1,5000.0
مهندس حاسب آلي,شركة درب الشهاب لتقنية المعلومات شركة شخص واحد,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,4,5200.0
موظف استقبال فندق,شقق العرين بارك للشقق المخدومة,خاص,صغيرة فئة أ,عسير,ABHA...,دوام كامل,2,F,1,4000.0
كاتب تذاكر سفر,وكالة وقت الاجازة للسفر و السياحة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,1,6000.0
مندوب مبيعات,شركة ياسر محمد احمد بقشان لوساطة التامين واعادة التامين,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,F,1,4687.0
قاطع تذاكر نقل,وكالة وقت الاجازة للسفر و السياحة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,1,5000.0
موظف استقبال,مطعم ورد لتقديم الوجبات,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,6,4625.0
موظف استقبال,مشغل لمسه زمانك للتزيين النسائي,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,4000.0
مدير أوقاف,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,2,both,1,6000.0
أخصائي قانوني,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,2,both,1,6000.0
بائع اثاث,شركة ارائك العربية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,2,5000.0
أخصائي مبيعات,شركة ارائك العربية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,both,2,5000.0
نادل,شركة الفصل الخامس للتجارة,خاص,متوسطة فئة أ,الرياض,AL KHARJ...,دوام كامل,0,both,2,4500.0
مساعد إداري,مؤسسة الورد العربي لتقديم الوجبات,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4000.0
مساعد إداري,شركة الارضيات الدولية للمقاولات شركة شخص واحد,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,4500.0
محلل مبرمج,شركة كيه لتقنية المعلومات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,1,8000.0
مهندس ميكانيكي,شركة هاني الحوطي وشريكه,خاص,صغيرة فئة ب,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,M,1,6500.0
محاسب,شركة هاني الحوطي وشريكه,خاص,صغيرة فئة ب,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,M,1,6500.0
مدير عام,شركة طاولة سبعة لتقديم الوجبات,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,4,F,1,6000.0
محاسب,شركة نجران للتجارة والمقاولات,خاص,متوسطة فئة ب,المنطقة الشرقية,RAHIMAH...,دوام كامل,2,M,1,5000.0
أخصائي خدمة عملاء,مصنع سلطان فهيد احمد الشهري للصناعة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,1,4500.0
معلم ثانوي كيمياء,مدارس الشمس الاهلية,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,1,5000.0
مدرس لغة أجنبية,مدارس الشمس الاهلية,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,1,5000.0
مصمم أثاث,مصنع العربية الرائدة للصناعة,خاص,صغيرة فئة أ,المنطقة الشرقية,AD DAMMAM...,دوام كامل,2,both,2,7500.0
مدير إداري,شركة صيدلية جمال الدين خوجة المركزية وشريكه المحدودة,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,M,1,7000.0
بائع مأكولات ومشروبات,شركة الفصل الخامس للتجارة,خاص,متوسطة فئة أ,الرياض,AL KHARJ...,دوام كامل,0,M,4,4500.0
بائع مأكولات ومشروبات,شركة الفصل الخامس للتجارة,خاص,متوسطة فئة أ,الرياض,AL KHARJ...,دوام كامل,0,both,5,4500.0
أخصائي عمليات موارد بشرية,شركه الذكاء المميز لحلول التجاره والاعمال المحدوده,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,5500.0
مدير مبيعات جملة,مؤسسة عبدالوهاب بن احمد بن عبدالوهاب الحواج التجارية,خاص,صغيرة فئة أ,المنطقة الشرقية,AD DAMMAM...,دوام كامل,2,F,1,4000.0
حارس أمن,مؤسسة إسناد للحراسات الأمنية,خاص,متوسطة فئة ج,الرياض,AR RIYADH...,دوام كامل,2,both,50,3200.0
أخصائي تسويق,شركة مساعد الحربي وأبناؤه المحدودة,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,4,5500.0
بائع مأكولات ومشروبات,مقهى الفصل الخامس لتقديم المشروبات,خاص,متوسطة فئة أ,الرياض,AL KHARJ...,دوام كامل,0,M,4,4500.0
محصل,مكتب سرعة التحصيل لتحصيل الديون,خاص,صغيرة فئة أ,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,F,4,4000.0
مشرف صحة وسلامة مهنية,شركة عبدالله محمد اليوسف للمقاولات,خاص,متوسطة فئة ج,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,M,1,5700.0
رئيس تنفيذي,جاروديه الخيريه للخدمات الاجتماعيه /جمعيه,شبه حكومية,كبيرة,المنطقة الشرقية,AL QATIF...,دوام كامل,0,M,1,10250.0
أخصائي مبيعات منتجات صيدلانية,مؤسسة ألفا جروب للتجارة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,1,5000.0
موظف استقبال,مؤسسة ملوف لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,4,4500.0
نادل,مؤسسة ملوف لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,4,4500.0
أخصائي مشتريات,مؤسسة ألفا جروب للتجارة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,1,5000.0
موظف استقبال,مؤسسة شاي ناي للصيانة,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,4500.0
مساعد إداري,صالون لوكر للحلاقة,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,عمل عن بعد,0,both,1,4000.0
رئيس تنفيذي,مؤسسة لحظات القهوة لتقديم المشروبات,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,10,both,1,15000.0
موظف صندوق محاسبة,مطاعم محصول البحار لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,2,4000.0
فني كهروميكانيك,شركة اليوسف للصيانة,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,both,2,4000.0
بائع مجوهرات,شركة معوض التجارية المحدودة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,3,8000.0
أخصائي عمليات موارد بشرية,شركة اليوسف للصيانة,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,5000.0
سكرتير تنفيذي,شركة بانه الطبية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,1,5000.0
صانع حلويات,مؤسسة جود النبع للحلويات,خاص,صغيرة فئة ب,الرياض,WADI AD D...,دوام كامل,0,F,1,4000.0
مساعد إداري,شركة المقام الحديثة لتأجيرالسيارات المحدودة شركة شخص واحد,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,F,1,4000.0
موظف استقبال فندق,شركة واحة ممسى للوحدات السكنية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,2,4000.0
مدير شؤون قانونية,شركة رتيل الشرق للمقاولات شركة شخص واحد,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
كاتب موارد بشرية,شركة رتيل الشرق للمقاولات شركة شخص واحد,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,M,1,4000.0
مدخل بيانات,شركة رتيل الشرق للمقاولات شركة شخص واحد,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
مترجم,شركة رتيل الشرق للمقاولات شركة شخص واحد,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
مدير موارد بشرية أمن سيبراني,شركة رتيل الشرق للمقاولات شركة شخص واحد,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,M,1,5500.0
سكرتير,شركة التمديدات المتطورة للمقاولات,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4000.0
مهندس ميكانيكي,شركة أنظمة الاطفاء المتعددة للسلامه (شركة شخص واحد),خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,F,1,7000.0
أخصائي عمليات موارد بشرية,شركة التقنية الأساسية للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,F,2,5000.0
أخصائي تسويق,شركة نون الجمال للتزيين النسائي,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,4000.0
مشرف موقع إنشائي,مؤسسة اشغال الكهرباء للمقاولات العامة,خاص,صغيرة فئة أ,المنطقة الشرقية,AL MUBARR...,دوام كامل,0,M,1,5040.0
أخصائي جودة,شركة مصنع الجواد للبلاستيك والتغليف المرن,خاص,متوسطة فئة ج,المنطقة الشرقية,AL UYUN...,دوام كامل,0,both,2,4170.0
كاتب موارد بشرية,شركة الشرقية العالمية للتجارة,خاص,متوسطة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,M,1,5000.0
وسيط عقاري,مكتب الوسيط المباشر العقاري,خاص,صغيرة فئة أ,حائل,HAIL...,عمل عن بعد,2,both,1,3198.0
سكرتير,مؤسسة عبدالرحمن جمال عبدالرحمن الزامل للمقاولات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,4500.0
كاتب شحن,شركة كمال حسن الوسية المحدودة,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,M,1,4000.0
أخصائي تسويق,شركة ببليسكرين ميديا للدعاية والاعلان شركة شخص واحد,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,F,2,6000.0
مهندس معماري داخلي,مكتب ناصر بريك عبدالله الصفار للاستشارات الهندسية,خاص,صغيرة فئة أ,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,both,3,5000.0
أخصائي خدمة عملاء,شركة ببليسكرين ميديا للدعاية والاعلان شركة شخص واحد,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,F,1,6000.0
مصمم إعلان,شركة ببليسكرين ميديا للدعاية والاعلان شركة شخص واحد,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,F,1,6000.0
موظف استقبال,مؤسسة راكان بهجت احمد زاهد لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,F,2,4000.0
مساعد طبيب أسنان,مجمع ابتسامة جده الطبي,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,5,4500.0
كاتب استعلامات,مؤسسة نهلاء عبدالله حسن العبدالعزيز للزجاج,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,M,1,4000.0
بائع مأكولات ومشروبات,مؤسسة حسن علي حسن السيد لتقديم المشروبات,خاص,متوسطة فئة ب,مكة المكرمة,AL QUNFID...,دوام كامل,0,M,6,4000.0
بائع,شركة ديار بيكري التجارية,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,1,4000.0
محاسب,مؤسسة انيسة القصيم التجارية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,1,4000.0
بائع,مؤسسة تموين القهوة للمواد الغذائية,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,M,2,4000.0
مهندس معماري,مكتب السا للاستشارات الهندسية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,7000.0
كاتب موارد بشرية,شركة صندوق الرقمي للاتصالات و تقنية المعلومات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,1,4050.0
مندوب مشتريات,مؤسسة المحيط الدولي للتجارة,خاص,صغيرة فئة ب,حائل,HAIL...,دوام كامل,2,both,2,4000.0
مندوب مبيعات,ورشة بداية الامان للصيانة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,M,1,4000.0
أخصائي مبيعات نظم تقنية المعلومات والاتصالات,شركة كراء لخدمات الأعمال,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,4,4000.0
موظف استقبال,مجمع روت الطبي,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,F,6,4000.0
محاسب,شركة سول المتقدمة المحدودة,خاص,متوسطة فئة ج,الباحة,AL BAHA...,دوام كامل,2,both,1,6000.0
فني تدفئة وتهوية وتكييف,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,متوسطة فئة ج,الباحة,AL BAHA...,دوام كامل,4,M,1,5700.0
كهربائي سيارات,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,متوسطة فئة ج,الباحة,AL BAHA...,دوام كامل,2,M,1,5700.0
فني صيانة ميكانيكية,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,متوسطة فئة ج,الباحة,AL BAHA...,دوام كامل,4,M,1,5700.0
فني كهربائي تمديدات كهربائية,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,متوسطة فئة ج,الباحة,AL BAHA...,دوام كامل,4,M,2,5700.0
مبرمج تطبيقات,مؤسسة غيوث الحاسب لتقنية المعلومات,خاص,صغيرة فئة ب,القصيم,AL BUKAYR...,دوام كامل,2,both,1,7000.0
مهندس صناعي,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,متوسطة فئة ج,الباحة,AL BAHA...,دوام كامل,0,M,2,8400.0
مهندس شبكات,مؤسسة غيوث الحاسب لتقنية المعلومات,خاص,صغيرة فئة ب,القصيم,AL BUKAYR...,دوام كامل,4,M,1,7000.0
مهندس كهربائي,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,متوسطة فئة ج,الباحة,AL BAHA...,دوام كامل,0,M,2,8400.0
مهندس مدني,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,متوسطة فئة ج,الباحة,AL BAHA...,دوام كامل,4,M,1,9600.0
أخصائي أنشطة ثقافية,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,2,both,1,6000.0
كاتب موارد بشرية,شركة دروز للاثاث,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
بائع,مؤسسة غصن الاثير التجارية,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,F,10,4000.0
أخصائي مبيعات مستلزمات طبية,شركة الرعاية البيضاء التجارية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4000.0
أخصائي جغرافيا,شركة جيزة العربية للأنظمة,خاص,متوسطة فئة ب,تبوك,ABA AL QI...,دوام كامل,4,both,2,8000.0
سكرتير تنفيذي,مؤسسة عبر السوق لتقنية المعلومات,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,5000.0
أخصائي تسويق,شركة فاستك للمقاولات المحدودة شركة شخص واحد,خاص,صغيرة فئة ب,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,both,1,3500.0
مساعد إداري,شركة اركي المحدودة شركة شخص واحد,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,M,1,4000.0
فني كهربائي تمديدات كهربائية,شركة الضبيب والسليم لاصحابها خليفه الضبيب وحمد السليم,خاص,متوسطة فئة ج,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,M,1,5000.0
مساعد إداري,شركة خطوة الطبية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,F,1,6000.0
بائع,تموينات نهال نجد للمواد الغذائية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,3,4000.0
أخصائي بصريات,مؤسسة وادي للنظارات,خاص,صغيرة فئة أ,الباحة,AL AQIQ...,دوام كامل,0,both,1,6500.0
بائع,مؤسسة قيادة المباني للمقاولات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,6,4000.0
أخصائي قانوني,مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,خاص,متوسطة فئة ج,الرياض,AR RIYADH...,دوام كامل,2,both,1,7000.0
أخصائي توظيف,مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,خاص,متوسطة فئة ج,الرياض,AR RIYADH...,دوام كامل,2,M,1,8500.0
بائع,شركة امن انماء التجارية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,3,4000.0
كاتب رواتب,مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,خاص,متوسطة فئة ج,الرياض,AR RIYADH...,دوام كامل,0,M,1,5600.0
مدير مستودع,شركه كومل,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,M,1,8000.0
مراجع داخلي,شركه كومل,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,1,6000.0
