job_title,comp_name,comp_type,comp_size,region,city,contract,exper,gender,positions,salary
أخصائي تمريض,شركة التناسق الطبية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,5000.0
أخصائي مختبرات طبية,شركة كيان المدينة الطبي شركة شخص واحد,خاص,صغيرة فئة ب,المدينة المنورة,ABU KABIR...,دوام كامل,2,F,1,4500.0
أخصائي مبيعات,شركة أليفة للتجارة,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,6,5500.0
مهندس مدني,شركة الإنشاءات السعودية,خاص,صغيرة فئة ب,الرياض,ABA ASLAB...,دوام كامل,2,M,1,7000.0
محامي,مجموعة عبدالمجيد صالح القرشي للمحاماة,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,2,M,2,5500.0
طبيب أسنان عام,جمعية الصفا الخيرية بصفوى,خاص,صغيرة فئة ب,المنطقة الشرقية,ABRAQIYAH...,دوام كامل,0,both,2,6000.0
كاتب علاقات حكومية,مجموعة رمز للاستشارات المهنية,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,4,M,1,4000.0
سائق حافلة,مدارس سفراء المستقبل الاهلية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,M,2,3000.0
رئيس منظمة غير ربحية,جمعية ريادة لبناء وتطوير القدرات الشبابية,خاص,صغيرة فئة أ,مكة المكرمة,MAKKAH AL...,دوام كامل,4,both,1,6000.0
مشغل آلات تصنيع منتجات بلاستيكية,شركة مدينه الاواني للصناعة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,M,3,4000.0
عامل تصنيع,شركة مدينه الاواني للصناعة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,M,2,4000.0
فني دعم تقنية معلومات,شركة خالد آرت المحدودة شركة شخص واحد,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,2,M,1,4000.0
أخصائي تسويق,مخابز اجياد الشرق,خاص,صغيرة فئة ب,المنطقة الشرقية,SAYHAT...,دوام كامل,0,both,1,4000.0
مدير إداري,مكتب تصميم المشاريع للاستشارات الهندسية,خاص,unknown,المنطقة الشرقية,AD DAMMAM...,دوام كامل,7,M,1,12400.0
محاسب,مكتب هيثم حسين الناصرللمحاسبة والمراجعة,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,F,2,6000.0
بائع مأكولات ومشروبات,شركة فيض الغذاء المحدودة شركة شخص واحد,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,8,4200.0
مساعد إداري,شركة المهندس نزار الكردي الملي للاستشارات الهندسية شركة مهنية,خاص,صغيرة فئة ب,القصيم,BURAYDAH...,عمل عن بعد,0,both,2,4000.0
مهندس صناعي,شركة تقنية السلامة البيئية للخدمات المتخصصة,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,M,1,5000.0
مدير متجر,مؤسسة ركن تزويد التجارية,خاص,صغيرة فئة ب,القصيم,BURAYDAH...,دوام كامل,0,M,1,4000.0
بائع,مؤسسة كعك وكيك التجارية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,3,4000.0
حاضنة أطفال,مركز لعبه وقلم التجاري,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,3500.0
محاسب,شركة نجمة العالم للتجارة,خاص,متوسطة فئة أ,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,both,1,6000.0
أخصائي علاج وظيفي,شركة أطباء الشفاء الطبية شركة شخص واحد,خاص,صغيرة فئة ب,المنطقة الشرقية,ABRAQIYAH...,دوام كامل,0,F,1,7000.0
أخصائي تسويق,مؤسسة زيتية للتجارة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,2,4500.0
كاتب موارد بشرية,شركة بوركت للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,both,2,6000.0
أخصائي قانوني,شركة بوركت للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,both,1,5000.0
أخصائي عمليات موارد بشرية,شركة المخابز العربية المحدودة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,1,5500.0
محاسب,شركة بوركت للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,both,2,5000.0
محاسب,مطاعم اطلال شامية للوجبات السريعة,خاص,صغيرة فئة ب,المنطقة الشرقية,AL QATIF...,دوام كامل,4,both,1,7500.0
خياط,مصنع سندس الديباجه للأقمشه والملابس,خاص,متوسطة فئة ب,الرياض,AL KHARJ...,دوام كامل,0,F,30,4000.0
أخصائي خدمة عملاء,شركة بوركت للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,both,5,4000.0
موظف صندوق محاسبة,شركة عنان للخدمات الغذائية,خاص,صغيرة فئة ب,المنطقة الشرقية,AL JUBAIL...,دوام كامل,0,both,1,4000.0
مصمم جرافيك,شركة قولدن سنت,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,2,both,1,9259.0
بائع,مؤسسة شفياء مسعود مبارك القحطاني للنقليات,خاص,صغيرة فئة أ,الرياض,ABA ASLAB...,عمل عن بعد,0,both,1,4000.0
مهندس مدني,شركة نجد للمقاولات شركة شخص واحد,خاص,متوسطة فئة أ,الرياض,ABA ASLAB...,دوام كامل,7,M,1,12000.0
مشرف صحة وسلامة مهنية,شركة بيت التنور الشرقي التجارية,خاص,متوسطة فئة ب,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,both,2,4000.0
طاهي,شركة بيت التنور الشرقي التجارية,خاص,متوسطة فئة ب,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,both,6,4000.0
رسام خرائط,مكتب الحلول المكانية للاستشارات الهندسية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,2,5000.0
فني مساحة,مكتب الحلول المكانية للاستشارات الهندسية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,2,4000.0
مدير فرع,شركة مجحد للالمنيوم شركة شخص واحد,خاص,صغيرة فئة أ,المنطقة الشرقية,AL MUBARR...,دوام كامل,0,F,1,4000.0
محاسب,شركة بصمة الاعمار للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
مندوب مشتريات,شركة بصمة الاعمار للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,2,4000.0
كاتب علاقات حكومية,شركة بصمة الاعمار للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
موظف استقبال,شركة مركز خدمات الدانه الحديث للولائم والحفلات,خاص,صغيرة فئة ب,المنطقة الشرقية,DHAHRAN...,دوام كامل,0,F,5,4000.0
أخصائي عمليات موارد بشرية,مؤسسة خط الاجهزه للتجارة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,M,1,5000.0
بائع,مؤسسة خط الاجهزه للتجارة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,M,1,5000.0
فني شبكات اتصالات,مؤسسة السعوديه العربيه لتقنية المعلومات والاتصالات,خاص,صغيرة فئة ب,المنطقة الشرقية,AL KHUBAR...,دوام كامل,2,M,1,4000.0
مدير خدمة العملاء,شركة النجمة الذهبية للتبريد والتكييف شركة شخص واحد,خاص,صغيرة فئة ب,المنطقة الشرقية,AL HUFUF...,دوام كامل,2,F,1,4000.0
مأمور سنترال,شركة النجمة الذهبية للتبريد والتكييف شركة شخص واحد,خاص,صغيرة فئة ب,المنطقة الشرقية,AL HUFUF...,دوام كامل,2,F,1,4000.0
نادل,شركة كوكب آخر لتقديم الوجبات,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4000.0
محاسب,مؤسسة الاتقان للتطوير العقاري,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,2,4000.0
سكرتير تنفيذي,مؤسسة الاتقان للتطوير العقاري,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,2,4000.0
بائع,شركة وادي منى التجارية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,5,4000.0
فني مختبر طبي,شركة خيارات بلس للخدمات التجارية (شركة شخص واحد),خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,4,6000.0
أخصائي تسويق,شركة خيارات بلس للخدمات التجارية (شركة شخص واحد),خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,2,6000.0
مدير مقهى,مقهى ذات الشعر الأحمر لتقديم المشروبات,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
مندوب مبيعات,مطعم الاوراق الخضر لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,1,5500.0
أخصائي تسويق,مطعم الاوراق الخضر لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,1,5500.0
أخصائي عمليات موارد بشرية,مطعم الاوراق الخضر لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,2,5500.0
مصمم جرافيك,مطعم الاوراق الخضر لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,1,5500.0
موظف صندوق محاسبة,مؤسسة مذاق الحورية التجارية,خاص,صغيرة فئة ب,الباحة,BANI SAR...,دوام كامل,0,both,2,4000.0
بائع,شركة بوركت للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,4,4000.0
أخصائي مبيعات,شركة جلورك الدولية للتشغيل والصيانة شركة شخص واحد,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4000.0
موظف استقبال,شركة وقت الرياضي,خاص,صغيرة فئة أ,مكة المكرمة,AL HAWIYA...,دوام كامل,0,M,2,4000.0
مهندس كهربائي,مؤسسة صفوة الأيدي للمقاولات العامة,خاص,صغيرة فئة أ,المنطقة الشرقية,DHAHRAN...,دوام كامل,0,F,1,7000.0
محاسب,الشركة السعودية الاماراتية للنقل المتكامل المحدودة,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,2,M,1,6000.0
مهندس معماري,شركة قار المعمار للاستشارات الهندسية,خاص,صغيرة فئة أ,المدينة المنورة,AL MADINA...,دوام كامل,2,F,1,5000.0
مدخل بيانات,مؤسسة خالد عواض اللحياني للمقاولات,خاص,صغيرة فئة أ,مكة المكرمة,MAKKAH AL...,دوام كامل,0,F,1,4000.0
أمين مخزن,شركة اوغاريت كو للمواد الغذائية,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,5000.0
موظف استقبال,شركة الرعاية الحديثة للتشغيل والصيانة (شركة شخص واحد),خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,F,1,4000.0
محامي,مكتب نوف خالد اليحي للمحاماة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,3,6000.0
مهندس كيميائي,شركة تقنية الدواجن والألبان للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,1,7000.0
أخصائي مبيعات,شركة تقنية الدواجن والألبان للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
محاسب,شركة مصنع وائل حسن فارسي للغازات الصناعية شركة شخص واحد,خاص,صغيرة فئة ب,المدينة المنورة,AL MADINA...,دوام كامل,0,both,2,4500.0
أخصائي عمليات موارد بشرية,شركة مصنع وائل حسن فارسي للغازات الصناعية شركة شخص واحد,خاص,صغيرة فئة ب,المدينة المنورة,AL MADINA...,دوام كامل,0,both,2,4500.0
أخصائي تسويق,شركة مصدر الحياة للصناعات الغذائية,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,0,both,10,5500.0
مأمور سنترال,شركة مطعم بيت الشاورما لتقديم الوجبات,خاص,متوسطة فئة ج,الرياض,AR RIYADH...,دوام كامل,0,F,10,4000.0
محقق مالي,مركزالمقاصد للاستشارات الاقتصاديه,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,F,1,5000.0
فني كهربائي تمديدات كهربائية,شركة المصنع السعودي لمستلزمات  الشبكه الهاتفيه والكهربائيه,خاص,متوسطة فئة ب,الرياض,AL MUZAHI...,دوام كامل,2,M,1,5500.0
